brand,product_title,category,price,list_price,discount,rating,review_count,review_text,review_rating,sentiment_score,sentiment_label,wheel_score,handle_score,material_score,zipper_score,size_score,durability_score
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Bought for honeymoon trip but the wheel noise ruined the experience. The wheels stopped working mid travel.,1,0.193,negative,0.522,0.678,0.742,0.411,0.735,0.724
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Bought for honeymoon trip but the wheel noise ruined the experience. The size stopped working mid travel.,2,0.194,negative,0.596,0.554,0.82,0.546,0.717,0.796
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Very happy with this purchase. lightweight is great value for money. Perfect size for weekend.,4,0.659,positive,0.62,0.536,0.692,0.54,0.768,0.796
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Amazing product! The size quality is superb. durable makes travel so much easier. 5 stars!,4,0.722,positive,0.531,0.611,0.698,0.475,0.842,0.71
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Really impressed with the durable. Used it for my international trip and it held up perfectly. The material is excellent.,5,0.858,positive,0.511,0.616,0.745,0.486,0.785,0.769
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Works fine for basic travel. material is acceptable. Not the best but not the worst either.,3,0.448,neutral,0.474,0.539,0.674,0.487,0.852,0.657
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Very happy with this purchase. lightweight is great value for money. Perfect size for business.,4,0.9,positive,0.509,0.572,0.71,0.522,0.725,0.629
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Really impressed with the good locks. Used it for my Mumbai trip and it held up perfectly. The durability is excellent.,5,0.681,positive,0.452,0.557,0.746,0.448,0.893,0.67
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Perfect for my frequent weekend trips. durable has been amazing. The wheels is sturdy and well made.,5,0.672,positive,0.576,0.511,0.68,0.493,0.761,0.819
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Great luggage! The lightweight exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,5,0.764,positive,0.632,0.559,0.768,0.466,0.814,0.632
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Great luggage! The spacious exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,4,0.848,positive,0.481,0.535,0.665,0.381,0.79,0.739
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Amazing product! The handle quality is superb. durable makes travel so much easier. 5 stars!,4,0.861,positive,0.541,0.637,0.835,0.538,0.825,0.752
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Average product. durable is decent but the handle wobble needs improvement. Okay for occasional use.,3,0.555,neutral,0.632,0.665,0.664,0.413,0.762,0.77
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Looks good in photos but the wheel noise is frustrating. zipper made noise from day one. Disappointing.,2,0.281,negative,0.639,0.6,0.749,0.396,0.708,0.706
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Best luggage I have owned in years. good locks is solid and the wheels glides smoothly. No complaints at all.,4,0.939,positive,0.617,0.615,0.84,0.58,0.834,0.674
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,"Disappointed with the zipper quality. After just 5 months, the zipper started giving issues.",2,0.11,negative,0.567,0.627,0.748,0.398,0.77,0.687
Safari,Safari Cabin Trolley 55cm,cabin,5000.0,7000.0,28,4.3,1183,Great luggage! The spacious exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,5,0.736,positive,0.639,0.663,0.76,0.471,0.763,0.685
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"After 6 uses, the handle broke completely. The wheel noise is terrible. Would not recommend.",3,0.176,negative,0.621,0.582,0.714,0.475,0.883,0.696
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought this for my Mumbai and absolutely love it. lightweight is top notch. The wheels works smoothly.,5,0.94,positive,0.516,0.52,0.819,0.4,0.882,0.623
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,The wheel noise is a major problem. I expected better quality at this price point. durability feels cheap.,2,0.308,negative,0.503,0.625,0.729,0.396,0.766,0.755
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The good locks is premium. durability function is smooth and reliable. Happy customer!,5,0.661,positive,0.464,0.626,0.834,0.579,0.849,0.707
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"Decent luggage for the price. durability is okay, nothing special. The wheel noise is a minor concern.",3,0.567,neutral,0.631,0.509,0.809,0.439,0.775,0.649
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The spacious is premium. handle function is smooth and reliable. Happy customer!,4,0.833,positive,0.527,0.637,0.75,0.497,0.746,0.748
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent Goa trips. good locks has been amazing. The durability is sturdy and well made.,5,0.92,positive,0.586,0.532,0.738,0.449,0.818,0.748
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The good locks is premium. zipper function is smooth and reliable. Happy customer!,4,0.95,positive,0.621,0.521,0.726,0.452,0.759,0.76
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Really impressed with the lightweight. Used it for my Goa trip and it held up perfectly. The material is excellent.,5,0.91,positive,0.606,0.695,0.832,0.529,0.867,0.801
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Very happy with this purchase. good locks is great value for money. Perfect size for international.,5,0.725,positive,0.601,0.653,0.786,0.407,0.719,0.745
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Really impressed with the good locks. Used it for my Goa trip and it held up perfectly. The zipper is excellent.,5,0.759,positive,0.476,0.682,0.715,0.463,0.74,0.777
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. good locks is solid and the handle glides smoothly. No complaints at all.,5,0.94,positive,0.509,0.674,0.811,0.474,0.715,0.771
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Very happy with this purchase. lightweight is great value for money. Perfect size for family.,4,0.887,positive,0.453,0.607,0.741,0.515,0.834,0.737
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Quality has gone downhill. The handle wobble is a deal breaker. material wobbles badly after light use.,2,0.058,negative,0.627,0.612,0.833,0.424,0.713,0.785
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought for Delhi trip but the wheel noise ruined the experience. The durability stopped working mid travel.,1,0.065,negative,0.457,0.699,0.673,0.427,0.808,0.698
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. lightweight is solid and the size glides smoothly. No complaints at all.,5,0.846,positive,0.617,0.623,0.838,0.436,0.838,0.663
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent Delhi trips. spacious has been amazing. The material is sturdy and well made.,4,0.813,positive,0.646,0.572,0.73,0.418,0.724,0.79
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"After 2 uses, the durability broke completely. The zipper quality is terrible. Would not recommend.",1,0.31,negative,0.499,0.525,0.763,0.394,0.853,0.661
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Very happy with this purchase. spacious is great value for money. Perfect size for Mumbai.,5,0.651,positive,0.622,0.529,0.676,0.43,0.735,0.752
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"Disappointed with the zipper quality. After just 3 months, the wheels started giving issues.",3,0.157,negative,0.485,0.51,0.798,0.485,0.849,0.715
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. durable is solid and the zipper glides smoothly. No complaints at all.,5,0.663,positive,0.607,0.673,0.754,0.472,0.893,0.632
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Good enough for the price paid. handle wobble is a small issue. zipper functions adequately.,3,0.512,neutral,0.632,0.515,0.666,0.502,0.713,0.675
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. lightweight is solid and the size glides smoothly. No complaints at all.,5,0.802,positive,0.536,0.659,0.673,0.511,0.876,0.73
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Quality has gone downhill. The zipper quality is a deal breaker. zipper wobbles badly after light use.,2,0.162,negative,0.541,0.583,0.669,0.465,0.833,0.695
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Average product. lightweight is decent but the zipper quality needs improvement. Okay for occasional use.,3,0.605,neutral,0.469,0.519,0.798,0.542,0.811,0.737
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. durable is solid and the zipper glides smoothly. No complaints at all.,5,0.91,positive,0.594,0.694,0.77,0.45,0.816,0.663
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent family trips. spacious has been amazing. The wheels is sturdy and well made.,5,0.76,positive,0.603,0.615,0.811,0.549,0.895,0.784
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Really impressed with the good locks. Used it for my Mumbai trip and it held up perfectly. The wheels is excellent.,4,0.861,positive,0.512,0.568,0.651,0.554,0.813,0.7
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought this for my international and absolutely love it. durable is top notch. The wheels works smoothly.,5,0.776,positive,0.518,0.574,0.794,0.535,0.814,0.637
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"Disappointed with the zipper quality. After just 5 months, the handle started giving issues.",1,0.14,negative,0.582,0.597,0.738,0.435,0.851,0.643
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"After 6 uses, the material broke completely. The zipper quality is terrible. Would not recommend.",3,0.27,negative,0.459,0.579,0.77,0.382,0.76,0.662
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought this for my family and absolutely love it. good locks is top notch. The material works smoothly.,4,0.652,positive,0.599,0.535,0.726,0.521,0.8,0.787
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. durable is solid and the zipper glides smoothly. No complaints at all.,5,0.656,positive,0.634,0.672,0.765,0.495,0.842,0.704
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Great luggage! The lightweight exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,4,0.89,positive,0.574,0.666,0.834,0.398,0.869,0.669
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The durable is premium. zipper function is smooth and reliable. Happy customer!,4,0.716,positive,0.606,0.515,0.777,0.486,0.739,0.775
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Not happy with this purchase. The handle wobble is very noticeable. durability quality is poor for the price.,1,0.098,negative,0.489,0.62,0.802,0.511,0.735,0.775
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"After 5 uses, the size broke completely. The wheel noise is terrible. Would not recommend.",3,0.262,negative,0.647,0.565,0.844,0.443,0.788,0.714
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Amazing product! The size quality is superb. good locks makes travel so much easier. 5 stars!,4,0.802,positive,0.512,0.59,0.661,0.546,0.715,0.793
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"Decent luggage for the price. size is okay, nothing special. The wheel noise is a minor concern.",4,0.53,neutral,0.608,0.679,0.74,0.542,0.83,0.684
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent honeymoon trips. spacious has been amazing. The wheels is sturdy and well made.,4,0.893,positive,0.617,0.696,0.667,0.509,0.708,0.762
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"After 5 uses, the size broke completely. The handle wobble is terrible. Would not recommend.",2,0.173,negative,0.507,0.582,0.718,0.5,0.858,0.749
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Great luggage! The good locks exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,4,0.726,positive,0.62,0.693,0.771,0.41,0.716,0.753
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. good locks is solid and the durability glides smoothly. No complaints at all.,4,0.829,positive,0.638,0.562,0.725,0.538,0.863,0.754
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,"Decent luggage for the price. durability is okay, nothing special. The handle wobble is a minor concern.",3,0.385,neutral,0.512,0.69,0.718,0.533,0.738,0.82
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Average product. good locks is decent but the zipper quality needs improvement. Okay for occasional use.,4,0.588,neutral,0.617,0.677,0.658,0.447,0.853,0.646
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The spacious is premium. handle function is smooth and reliable. Happy customer!,5,0.893,positive,0.483,0.588,0.732,0.515,0.748,0.709
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Not happy with this purchase. The handle wobble is very noticeable. zipper quality is poor for the price.,2,0.369,negative,0.607,0.681,0.689,0.516,0.814,0.708
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Amazing product! The size quality is superb. lightweight makes travel so much easier. 5 stars!,4,0.895,positive,0.61,0.528,0.7,0.508,0.875,0.731
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Great luggage! The durable exceeded my expectations. Would definitely recommend to anyone looking for mid-premium options.,4,0.732,positive,0.631,0.529,0.737,0.569,0.744,0.71
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. durable is solid and the zipper glides smoothly. No complaints at all.,5,0.801,positive,0.497,0.699,0.725,0.386,0.886,0.788
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. spacious is solid and the handle glides smoothly. No complaints at all.,4,0.925,positive,0.544,0.666,0.802,0.474,0.823,0.801
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Really impressed with the good locks. Used it for my Mumbai trip and it held up perfectly. The handle is excellent.,5,0.932,positive,0.572,0.585,0.805,0.428,0.724,0.668
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent honeymoon trips. durable has been amazing. The wheels is sturdy and well made.,5,0.811,positive,0.576,0.615,0.794,0.438,0.7,0.691
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The spacious is premium. durability function is smooth and reliable. Happy customer!,5,0.942,positive,0.464,0.605,0.751,0.578,0.811,0.698
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent weekend trips. durable has been amazing. The durability is sturdy and well made.,4,0.726,positive,0.453,0.658,0.719,0.527,0.826,0.774
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Best luggage I have owned in years. spacious is solid and the wheels glides smoothly. No complaints at all.,5,0.752,positive,0.579,0.666,0.787,0.576,0.796,0.656
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought this for my honeymoon and absolutely love it. durable is top notch. The durability works smoothly.,4,0.738,positive,0.459,0.54,0.658,0.567,0.803,0.818
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Good enough for the price paid. handle wobble is a small issue. material functions adequately.,3,0.457,neutral,0.622,0.51,0.781,0.435,0.86,0.707
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Excellent build quality. The lightweight is premium. zipper function is smooth and reliable. Happy customer!,4,0.799,positive,0.55,0.685,0.754,0.54,0.845,0.636
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Bought this for my Delhi and absolutely love it. good locks is top notch. The material works smoothly.,4,0.748,positive,0.509,0.589,0.794,0.413,0.789,0.709
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Works fine for basic travel. size is acceptable. Not the best but not the worst either.,4,0.645,neutral,0.64,0.515,0.778,0.453,0.86,0.756
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Really impressed with the spacious. Used it for my honeymoon trip and it held up perfectly. The size is excellent.,4,0.688,positive,0.497,0.629,0.722,0.57,0.706,0.651
Safari,Safari Check-In Luggage 65cm,medium,5300.0,8800.0,40,4.4,184,Perfect for my frequent honeymoon trips. good locks has been amazing. The material is sturdy and well made.,4,0.822,positive,0.556,0.58,0.78,0.43,0.723,0.767
